sample_id,ade_m
1714,0.261292
1715,0.262351
1716,0.261827
1717,0.262179
1718,0.262878
1719,0.262136
1720,0.375557
1721,0.537067
1722,0.489230
1723,0.529576
1724,0.580235
1725,0.599135
1726,0.617840
1727,0.644871
1728,0.703727
1729,0.647512
1730,0.604262
1731,0.565688
1732,0.520349
1733,0.384732
1734,0.402665
1735,0.395670
1736,0.417293
1737,0.400747
1738,0.425371
1739,0.404610
1740,0.429330
1741,0.406518
1742,0.432777
1743,0.407006
1744,0.430655
1745,0.379972
1746,0.344504
1747,0.370532
1748,0.330629
1749,0.356956
1750,0.313935
1751,0.339877
1752,0.293753
1753,0.319798
1754,0.368561
1755,0.388173
1756,0.337684
1757,0.372876
1758,0.307406
1759,0.349762
1760,0.375762
1761,0.337637
1762,0.351875
1763,0.354313
1764,0.359655
1765,0.440964
1766,0.319283
1767,0.612234
1768,0.678473
1769,0.690161
1770,0.707767
1771,0.667132
1772,0.245005
1773,0.238626
1774,0.236496
1775,0.227626
1776,0.229098
1777,0.220144
1778,0.226461
1779,0.219199
1780,0.233467
1781,0.227289
1782,0.244461
1783,0.639094
1784,0.291238
1785,0.244813
1786,0.236676
1787,0.343507
1788,0.226792
1789,0.331676
1790,0.276851
1791,0.389515
1792,0.362510
1793,0.481441
1794,0.476086
1795,0.406078
1796,0.453465
1797,0.378946
1798,0.429917
1799,0.352346
1800,0.391035
1801,0.401317
1802,0.340958
1803,0.260485
1804,0.290744
1805,0.228390
1806,0.279666
1807,0.255752
1808,0.300684
1809,0.284076
1810,0.325555
1811,0.318732
1812,0.359541
1813,0.355501
1814,0.364969
1815,0.568078
1816,0.634913
1817,0.690632
1818,0.763199
1819,0.461801
1820,0.492244
1821,0.533670
1822,0.568844
1823,0.634154
1824,0.609388
1825,0.512955
1826,0.578329
1827,0.511231
1828,0.249541
1829,0.246828
1830,0.231563
1831,0.233265
1832,0.217477
1833,0.232874
1834,0.242852
1835,0.272740
1836,0.254868
1837,0.282181
1838,0.255418
1839,0.279226
1840,0.250276
1841,0.281727
1842,0.264097
1843,0.300363
1844,0.273309
1845,0.445144
1846,0.519789
1847,0.533388
1848,0.615677
1849,0.557259
1850,0.745777
1851,0.703396
1852,0.619715
1853,0.798233
1854,0.907579
1855,0.869142
1856,0.895645
1857,0.342483
1858,0.397820
1859,0.406104
1860,0.462170
1861,0.417049
1862,0.470303
1863,0.466938
1864,0.494590
1865,0.418855
1866,0.395095
1867,0.447146
