sample_id,ade_m
831,20.190580
832,20.035933
833,19.997108
834,19.832792
835,19.786610
836,19.621515
837,19.567101
838,19.412832
839,19.349125
840,19.202122
841,19.140055
842,18.997940
843,18.939854
844,18.801500
845,18.163265
846,17.803236
847,18.323524
848,18.251385
849,18.266285
850,18.090277
851,18.066433
852,17.849060
853,17.843964
854,17.599569
855,17.603590
856,17.361654
857,17.464251
858,17.275440
859,17.499191
860,17.336203
861,17.607029
862,17.436583
863,17.683844
864,17.505182
865,17.714128
866,17.528496
867,17.737017
868,17.553772
869,17.774086
870,17.587317
871,17.818316
872,17.633684
873,17.859400
874,17.675730
875,17.901556
876,17.708414
877,17.932703
878,17.739849
879,17.971298
880,17.775127
881,18.004414
882,17.800240
883,18.037729
884,17.824539
885,18.064503
886,17.838087
887,18.078264
888,17.850477
889,18.090342
890,17.855042
891,18.092464
892,17.847473
893,18.083097
894,17.831398
895,18.058163
896,17.799585
897,18.020111
898,17.761557
899,17.971848
900,17.700144
901,17.909031
902,17.623100
903,17.823689
904,17.528395
905,17.718102
906,17.417435
907,17.596363
908,17.281176
909,17.449724
910,17.124615
911,17.274298
912,16.937056
913,17.074024
914,16.724682
915,16.848803
916,16.486080
917,16.597572
918,16.216814
919,16.314560
920,15.919607
921,15.999606
922,15.598234
923,15.678861
924,15.267351
925,15.354011
926,14.934333
927,15.021079
928,14.588541
929,14.670802
930,14.234795
931,14.329011
932,13.891436
933,14.007893
934,13.573050
935,13.708334
936,13.281826
937,13.443120
938,13.020580
939,13.203414
940,12.782705
941,12.972754
942,12.557466
943,12.775800
944,12.383598
945,12.635441
946,12.252837
947,12.516360
948,12.137730
949,12.391960
950,12.022552
951,12.258572
952,11.884200
953,12.106348
954,11.728326
955,11.931975
956,11.547694
957,11.736376
958,11.336906
959,11.523796
960,11.112498
961,11.292130
962,10.871165
963,11.050179
964,10.621915
965,10.802811
966,10.364246
967,10.547771
968,10.099424
969,10.284713
970,9.831601
971,10.026101
972,9.558081
973,9.759680
974,9.286084
975,9.501287
976,9.014106
977,9.241514
978,8.744961
979,8.982512
980,8.480059
981,8.733375
982,8.224417
983,8.492754
984,7.975658
985,8.259159
986,7.737763
987,8.040106
988,7.505718
989,7.835208
990,7.296938
991,7.643421
992,7.096135
993,7.468375
994,6.915620
995,7.311948
996,6.753479
997,7.173720
998,6.608279
999,7.054386
1000,6.489830
1001,6.957039
1002,6.383575
1003,6.874566
1004,6.304098
1005,6.813715
1006,6.241316
1007,6.772080
1008,6.196484
1009,6.748466
1010,6.169729
1011,6.738498
1012,6.159902
1013,6.740669
1014,6.168045
1015,6.762266
1016,6.185421
1017,6.791185
1018,6.219021
1019,6.835693
1020,6.262972
1021,6.886901
1022,6.316333
1023,6.947732
1024,6.380172
1025,7.014636
1026,6.451411
1027,7.089586
